code,name,district,percentage_pass,percentage_pass_round,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,longitude,latitude,ownership,ward,number_enrolled,number_teaching_staff,ratio,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,region,candidates,number_pass,percentage_pass_change
S4032,Kwakilosa Secondary School,Iringa Municipal,69,69,1723,111,52,46.84684685,1510,secondary,,,government,Mivinjeni/ Kwakilosa,413,49,8,2,,Iringa,78,54,22.15315315
PS0204-027,Mianzini Primary School,Kinondoni Municipal,88.06451613,88,1324,221,146,66.06334842,1301,primary,39.24321543,-6.808260425,government,Makurumla,1659,48,35,4,0,Dar es Salaam,310,273,22.00116771
PS0206-011,Mabatini Primary School,Temeke Municipal,65.35433071,65,4491,288,90,31.25,5560,primary,39.255621,-6.86179898,government,Tandika,1651,48,34,,0,Dar es Salaam,254,166,34.10433071
PS0206-062,Kigunga Primary School,Temeke Municipal,66.79841897,67,4135,222,107,48.1981982,2646,primary,39.24714842,-6.877769447,government,Kilakala,1604,48,33,1,0,Dar es Salaam,253,169,18.60022077
PS0206-084,Mjimpya Primary School,Temeke Municipal,78.98089172,79,3589,152,67,44.07894737,3261,primary,39.26693779,-6.867175129,government,Azimio,1955,48,41,2,0,Dar es Salaam,157,124,34.90194435
PS0504-083,Nyakahanga Primary School,Karagwe,97.14285714,97,1483,138,111,80.43478261,994,primary,,,government,Nyakahanga,1234,48,26,,0,Kagera,105,102,16.70807453
PS1104-008,Kilakala Primary School,Morogoro Municipal,62.5,63,4750,62,24,38.70967742,4616,primary,,,government,Kilakala,514,48,11,1,0,Morogoro,72,45,23.79032258
PS1304-065,Nyakato Primary School,Mwanza Municipal,76.31578947,76,2960,110,101,91.81818182,3254,primary,,,government,Mahina,2351,48,49,1,,Mwanza,228,174,-15.50239234
PS2403-024,Mkoani Primary School,Geita,61.58940397,62,5034,,,,,primary,,,government,Kalangalala Kaskazini,1237,48,26,1,0,Geita,151,93,
PS2404-094,Mtoni Primary School,Geita,62.31884058,62,3603,,,,,primary,,,government,Katoro,1601,48,33,,0,Geita,138,86,
PS2701-017,Kidinda Primary School,Bariadi,97.70114943,98,645,,,,,primary,33.9695689,-2.7965052,government,Bariadi,1605,48,33,1,,Simiyu,87,85,
S0564,Buswelu Secondary School,Ilemela,69,69,928,294,198,67.34693878,523,secondary,,,government,Buswelu,1331,48,28,3,3,Mwanza,256,176,1.653061225
S1969,Dunda Secondary School,Bagamoyo,56,56,2574,168,27,16.07142857,3517,secondary,,,government,Dunda,478,48,10,2,0,Pwani,82,46,39.92857143
S2032,Chinangali Secondary School,Dodoma Municipal,74,74,1154,146,52,35.61643836,2001,secondary,,,government,Chamwino,769,48,16,2,1,Dodoma,131,97,38.38356164
S2682,Kihesa Secondary School,Iringa Municipal,65,65,1527,271,100,36.900369,1693,secondary,,,government,Kihesa,777,48,16,4,,Iringa,156,101,28.099631
S3622,Makumbusho Secondary School,Kinondoni Municipal,48,48,2724,315,161,51.11111111,1093,secondary,,,government,Makumbusho,1842,48,38,2,0,Dar es Salaam,159,76,-3.111111111
S4033,Mkwawa Secondary School,Iringa Municipal,76,76,1110,130,33,25.38461538,3014,secondary,,,government,Mkwawa,468,48,10,2,,Iringa,66,50,50.61538462
S4358,Keko Secondary School,Temeke Municipal,26,26,3844,129,14,10.85271318,3998,secondary,-6.837428922,39.27279507,private,Keko,1060,48,22,1,1,Dar es Salaam,125,33,15.14728682
PS0204-005,Karume Primary School,Kinondoni Municipal,85.18518519,85,1578,165,130,78.78787879,844,primary,39.25046052,-6.808725994,government,Makurumla,700,47,15,4,0,Dar es Salaam,135,115,6.397306397
PS0204-028,Mikocheni Primary School,Kinondoni Municipal,73.18435754,73,2378,153,90,58.82352941,1464,primary,39.25656831,-6.773409999,government,Mikocheni,1205,47,26,4,0,Dar es Salaam,179,131,14.36082813
PS1306-112,Pambalu Primary School,Sengerema,85.97785978,86,1966,206,184,89.32038835,466,primary,,,government,Ibisabageni,1790,47,38,,0,Mwanza,271,233,-3.342528571
PS1306-149,Igogo Primary School,Sengerema,65.69343066,66,3927,137,63,45.98540146,3061,primary,,,government,Nyampulukano,1326,47,28,,0,Mwanza,137,90,19.7080292
PS2403-010,Geita Primary School,Geita,74.80314961,75,2936,,,,,primary,,,government,Kalangalala Kaskazini,1121,47,24,,0,Geita,127,95,
PS2701-037,Somanda 'a' Primary School,Bariadi,85.56701031,86,1734,,,,,primary,,,government,Somanda,852,47,18,1,,Simiyu,97,83,
S0931,Ilkiding'a Secondary School,Arusha,48,48,3260,228,54,23.68421053,3131,secondary,,,government,Ilkiding'a,1020,47,22,3,5,Arusha,210,101,24.31578947
S1110,Kaloleni Secondary School,Arusha Municipal,81,81,817,210,173,82.38095238,358,secondary,,,government,Kaloleni,989,47,21,7,4,Arusha,243,196,-1.380952381
S1485,Lemara Secondary School,Arusha Municipal,53,53,2569,312,113,36.21794872,1659,secondary,36.69743,-3.401265,government,Lemara,1048,47,22,8,0,Arusha,204,108,16.78205128
PS0101-074,Oldadai Primary School,Arusha,61.03896104,61,4964,137,55,40.1459854,4395,primary,,,government,Sokon  Ii,1216,46,26,,,Arusha,154,94,20.89297564
PS0102-048,Elerai Primary School,Arusha Municipal,93.07692308,93,1284,273,185,67.76556777,1632,primary,,,government,Elerai,1598,46,35,3,,Arusha,260,242,25.31135531
PS0202-057,Maendeleo Primary School,Ilala Municipal,86.14457831,86,1902,163,96,58.89570552,1629,primary,39.17954204,-6.849015353,government,Segerea,1183,46,26,1,0,Dar es Salaam,166,143,27.24887279
PS0202-073,Tabata Jica Primary School,Ilala Municipal,75,75,2456,137,96,70.0729927,1187,primary,39.22956741,-6.833073234,government,Tabata,1162,46,25,2,0,Dar es Salaam,112,84,4.927007299
PS0204-015,Lugalo Primary School,Kinondoni Municipal,97.77777778,98,775,139,123,88.48920863,748,primary,39.22773254,-6.752327382,government,Kawe,920,46,20,2,0,Dar es Salaam,135,132,9.288569145
PS0601-219,Juhudi Primary School,Kasulu,52.56410256,53,6088,115,40,34.7826087,4516,primary,,,government,Murusi,2305,46,50,1,0,Kigoma,156,82,17.78149387
PS1301-006,Buswelu Primary School,Ilemela,59.01639344,59,5505,32,3,9.375,,primary,,,government,Buswelu,1426,46,31,,0,Mwanza,183,108,49.64139344
PS1306-151,Ibisabageni Primary School,Sengerema,74.07407407,74,3074,127,71,55.90551181,2067,primary,,,government,Ibisabageni,1205,46,26,,0,Mwanza,135,100,18.16856226
S0208,Kisutu Secondary School,Ilala Municipal,79,79,538,229,177,77.29257642,317,secondary,-6.816886602,39.28496624,government,Kisutu,751,46,16,2,8,Dar es Salaam,191,151,1.707423581
S1422,Kibacha Secondary School,Same,67,67,1297,217,94,43.31797235,1610,secondary,37.7535302,-4.0897323,government,Kisima,866,46,19,3,1,Kilimanjaro,190,127,23.68202765
S2911,Namanga Secondary School,Longido,35,35,3764,118,28,23.72881356,3261,secondary,,,government,Namanga,526,46,11,11,0,Arusha,138,48,11.27118644
S3212,Mikese Secondary School,Morogoro,43,43,3051,131,30,22.90076336,2810,secondary,37.895794,-6.7544793,government,Mikese,721,46,16,2,1,Morogoro,121,52,20.09923664
S3691,Anna Mkapa Secondary School,Moshi Municipal,45,45,2761,181,57,31.49171271,1973,secondary,,,government,Pasua,863,46,19,2,,Kilimanjaro,132,60,13.50828729
S3914,Alfagems Secondary School,Morogoro Municipal,100,100,260,177,174,98.30508475,233,secondary,,,private,Kingolwira,1229,46,27,26,,Morogoro,206,206,1.694915254
S4380,Tushikamane Secondary School,Morogoro Municipal,46,46,2782,79,19,24.05063291,2595,secondary,,,government,Sabasaba,454,46,10,,1,Morogoro,104,48,21.94936709
S4617,Bondwa Secondary School,Morogoro Municipal,46,46,3132,109,15,13.76146789,3831,secondary,,,government,K/ndege,398,46,9,1,,Morogoro,129,59,32.23853211
PS0102-021,Uhuru Primary School,Arusha Municipal,99.06976744,99,360,209,198,94.73684211,391,primary,,,government,Kati,1558,45,35,5,,Arusha,215,213,4.332925337
PS0202-013,Karakata Primary School,Ilala Municipal,75.35211268,75,2901,138,70,50.72463768,2540,primary,39.19388684,-6.869471709,government,Kipawa,1249,45,28,5,0,Dar es Salaam,142,107,24.62747499
PS0204-030,Mpakani Primary School,Kinondoni Municipal,84.74576271,85,1640,215,139,64.65116279,1343,primary,,,government,Mabibo,1951,45,43,2,0,Dar es Salaam,177,150,20.09459992
PS0204-076,Mapinduzi Primary School,Kinondoni Municipal,86.72985782,87,1487,207,144,69.56521739,985,primary,39.25905559,-6.819468435,government,Kigogo,1055,45,23,2,0,Dar es Salaam,211,183,17.16464043
PS0204-117,Sunrise Primary School,Kinondoni Municipal,97.5,98,259,33,33,100,175,primary,39.26168546,-6.778871787,private,Mikocheni,575,45,13,8,0,Dar es Salaam,40,39,-2.5
PS0206-065,Mwangaza Primary School,Temeke Municipal,64.70588235,65,5089,153,53,34.64052288,4747,primary,39.25705719,-6.940298446,government,Azimio,1620,45,36,2,0,Dar es Salaam,170,110,30.06535948
PS0302-079,Chang'ombe Primary School,Dodoma Municipal,82.53968254,83,1715,187,114,60.96256684,1790,primary,,,government,Chamwino,1921,45,43,1,1,Dodoma,126,104,21.57711569
PS0604-019,Mwanga Primary School,Kigoma Municipal,58.68725869,59,5092,289,123,42.56055363,3139,primary,,,government,Mwanga Kaskazini,1846,45,41,3,0,Kigoma,259,152,16.12670505
PS1106-102,Mzumbe Primary School,Mvomero,97.95918367,98,1074,90,60,66.66666667,1337,primary,37.5653685,-6.9258109,government,Mzumbe,512,45,11,,0,Morogoro,49,48,31.29251701
PS2403-042,Nyankumbu Primary School,Geita,65,65,5052,,,,,primary,,,government,Kalangalala Kusini,1825,45,41,1,0,Geita,100,65,
S0614,Nyerere Secondary School,Mwanga,50,50,2554,140,50,35.71428571,1820,secondary,37.6089976,-3.7882492,government,Lembeni,579,45,13,6,3,Kilimanjaro,129,65,14.28571429
S1659,Aboud Jumbe Secondary School,Temeke Municipal,53,53,2115,276,96,34.7826087,1885,secondary,-6.843265831,39.34019857,private,Mji Mwema,1048,45,23,2,0,Dar es Salaam,174,92,18.2173913
S1880,Mbezi Inn Secondary School,Kinondoni Municipal,61,61,1464,227,93,40.969163,1252,secondary,,,government,Mbezi,1234,45,27,1,0,Dar es Salaam,226,138,20.030837
S2894,Makole Secondary School,Dodoma Municipal,54,54,2657,123,55,44.71544715,974,secondary,,,government,Ipagala,628,45,14,2,,Dodoma,125,67,9.284552846
S3179,Kingani Secondary School,Bagamoyo,38,38,3535,65,30,46.15384615,969,secondary,,,government,Magomeni,450,45,10,8,1,Pwani,102,39,-8.153846154
S3236,Kisota Secondary School,Temeke Municipal,44,44,2932,187,32,17.11229947,3638,secondary,-6.845492161,39.33870679,,Mji Mwema,906,45,20,3,0,Dar es Salaam,115,51,26.88770053
S3280,Lumala Secondary School,Ilemela,64,64,1398,176,91,51.70454545,867,secondary,,,government,Ilemela,985,45,22,2,1,Mwanza,127,81,12.29545455
S3921,Mwembesongo Secondary School,Morogoro Municipal,57,57,2170,233,51,21.88841202,3345,secondary,,,government,Mwembesongo,711,45,16,,,Morogoro,83,47,35.11158798
S4090,Ngarenaro Secondary School,Arusha Municipal,63,63,1245,291,143,49.14089347,894,secondary,,,government,Ngarenaro,1448,45,32,6,0,Arusha,277,175,13.85910653
PS0102-088,Olasiti Primary School,Arusha Municipal,59.375,59,5526,174,60,34.48275862,5054,primary,36.646474,-3.400644,government,Olasiti,1907,44,43,3,,Arusha,224,133,24.89224138
PS0202-009,Amani Primary School,Ilala Municipal,82.12290503,82,2327,167,111,66.46706587,1476,primary,39.1679225,-6.879830074,government,Ukonga,1504,44,34,2,0,Dar es Salaam,179,147,15.65583916
PS0202-094,Highmount Primary School,Ilala Municipal,95.74468085,96,498,74,70,94.59459459,448,primary,39.13978452,-6.889843947,private,Gongo La Mboto,1205,44,27,44,0,Dar es Salaam,94,90,1.150086257
PS0204-008,Kigogo Primary School,Kinondoni Municipal,80.60606061,81,2024,154,107,69.48051948,997,primary,39.2499777,-6.819956772,government,Kigogo,1683,44,38,1,0,Dar es Salaam,165,133,11.12554113
PS0204-013,Kumbukumbu Primary School,Kinondoni Municipal,83.70044053,84,1792,222,135,60.81081081,1584,primary,39.26666304,-6.782810201,government,Kinondoni,1393,44,32,2,0,Dar es Salaam,227,190,22.88962972
PS0204-049,Tandale Primary School,Kinondoni Municipal,69.94219653,70,4037,198,74,37.37373737,4426,primary,39.24322591,-6.799687047,government,Tandale,1834,44,42,5,0,Dar es Salaam,173,121,32.56845916
PS0206-042,Jitihada Primary School,Temeke Municipal,69.07630522,69,3200,221,139,62.8959276,1398,primary,39.25168348,-6.87841839,government,Makangarawe,2077,44,47,2,0,Dar es Salaam,249,172,6.180377619
PS0302-001,Amani Primary School,Dodoma Municipal,88.61386139,89,1794,280,170,60.71428571,1867,primary,,,government,Hazina,1416,44,32,1,1,Dodoma,202,179,27.89957567
PS0302-071,Mnadani Primary School,Dodoma Municipal,55.27950311,55,5684,230,113,49.13043478,2577,primary,,,government,Miyuji,1360,44,31,1,1,Dodoma,161,89,6.149068323
PS0604-018,Mlole Primary School,Kigoma Municipal,69.4214876,69,4027,205,65,31.70731707,5078,primary,,,government,Gungu,2006,44,46,1,0,Kigoma,242,168,37.71417053
PS1104-005,Kiwanja Cha Ndege Primary School,Morogoro Municipal,79.06976744,79,3036,93,37,39.78494624,3580,primary,,,government,Sabasaba,849,44,19,1,0,Morogoro,86,68,39.28482121
PS2403-018,Kasamwa Primary School,Geita,74.16666667,74,3152,,,,,primary,,,government,Kasamwa 'a',1096,44,25,2,0,Geita,120,89,
S0331,Mkonge Secondary School,Lindi Municipal,45,45,2613,149,61,40.93959732,1608,secondary,,,government,Jamhuri,671,44,15,2,4,Lindi,121,55,4.060402685
S0526,Mringa Secondary School,Arusha,45,45,2739,222,81,36.48648649,1852,secondary,36.629949,-3.326934,government,Olorien,1208,44,27,4,0,Arusha,260,118,8.513513514
S0542,Oldadai Secondary School,Arusha,43,43,3353,218,60,27.52293578,2534,secondary,,,government,Sokoni I,1050,44,24,5,5,Arusha,197,85,15.47706422
S0544,Mkuu Secondary School,Rombo,66,66,1206,178,102,57.30337079,807,secondary,,,government,Makiidi,1235,44,28,11,6,Kilimanjaro,163,108,8.696629214
S1144,Isimila Secondary School,Iringa,76,76,1354,174,88,50.57471264,1194,secondary,,,government,Lyamgungwe,971,44,22,11,,Iringa,144,109,25.42528736
S1196,Kikuyu Secondary School,Dodoma Municipal,43,43,2757,149,56,37.58389262,1840,secondary,,,government,Kikuyu Kaskazini,584,44,13,2,3,Dodoma,128,55,5.416107383
S1343,Anne Marie Secondary School,Kinondoni Municipal,99,99,261,140,140,100,149,secondary,,,private,Kimara,861,44,20,108,0,Dar es Salaam,287,283,-1
S1512,Kayenzi Secondary School,Morogoro Municipal,53,53,2015,130,59,45.38461538,742,secondary,,,government,Mafisa,643,44,15,2,,Morogoro,147,78,7.615384615
S2033,Viwandani Secondary School,Dodoma Municipal,74,74,994,152,67,44.07894737,1460,secondary,,,government,Viwandani,668,44,15,3,1,Dodoma,122,90,29.92105263
S2358,Mtakuja Secondary School,Kinondoni Municipal,66,66,820,328,186,56.70731707,573,secondary,-6.674215067,39.20939747,,Kunduchi,1185,44,27,1,0,Dar es Salaam,218,143,9.292682927
S2549,Alpha Secondary School,Kinondoni Municipal,100,100,19,106,106,100,50,secondary,-6.762383876,39.23856498,,Makumbusho,633,44,14,37,0,Dar es Salaam,72,72,0
PS0102-010,Meru Primary School,Arusha Municipal,94.44444444,94,1080,108,92,85.18518519,699,primary,,,government,Kaloleni,976,43,23,4,,Arusha,108,102,9.259259259
PS0102-033,Imani Primary School,Arusha Municipal,100,100,27,145,145,100,47,primary,,,private,Sombetini,1136,43,26,32,,Arusha,159,159,0
PS0105-075,Patandi Primary School,Meru,72.64150943,73,3376,86,41,47.6744186,3404,primary,36.787577,-3.371969,government,Akeri,687,43,16,,0,Arusha,106,77,24.96709083
PS0202-062,Mtambani Primary School,Ilala Municipal,65.51724138,66,3684,248,122,49.19354839,2728,primary,39.26472317,-6.790105185,government,Tabata,1507,43,35,1,0,Dar es Salaam,174,114,16.32369299
PS0204-044,Ukombozi Primary School,Kinondoni Municipal,89.05472637,89,1929,169,104,61.53846154,1505,primary,39.22940982,-6.798491733,government,Manzese,1460,43,34,3,0,Dar es Salaam,201,179,27.51626483
PS0204-079,Mchangani Primary School,Kinondoni Municipal,91.08280255,91,914,177,97,54.80225989,1956,primary,39.25187276,-6.792947804,government,Makumbusho,1760,43,41,3,0,Dar es Salaam,157,143,36.28054266
PS0204-081,Mirambo Primary School,Kinondoni Municipal,97.88732394,98,590,155,143,92.25806452,445,primary,39.23048673,-6.755948938,government,Kawe,1191,43,28,1,0,Dar es Salaam,142,139,5.629259428
PS0206-020,Rangitatu Primary School,Temeke Municipal,62.04081633,62,4992,186,92,49.46236559,2463,primary,39.27262548,-6.921244673,government,Mianzini,1968,43,46,2,0,Dar es Salaam,245,152,12.57845074
PS0206-051,Twiga Primary School,Temeke Municipal,48.06629834,48,6478,153,55,35.94771242,3882,primary,39.16973575,-6.67667215,government,Azimio,911,43,21,2,0,Dar es Salaam,181,87,12.11858592
PS2403-016,Kalangalala Primary School,Geita,73.97260274,74,3284,,,,,primary,,,government,Kalangalala Kaskazini,1522,43,35,,0,Geita,219,162,
S0205,Kibosho Girls Secondary School,Moshi,100,100,93,164,164,100,70,secondary,,,private,Kibosho Mashariki,652,43,15,34,0,Kilimanjaro,155,155,0
S0214,Msalato Secondary School,Dodoma Municipal,100,100,96,97,97,100,80,secondary,,,government,Msalato,609,43,14,1,15,Dodoma,87,87,0
S0465,Jamhuri Secondary School,Dodoma Municipal,50,50,2610,287,165,57.4912892,909,secondary,,,private,Uhuru,900,43,21,20,,Dodoma,317,157,-7.491289199
S0688,Msakila Secondary School,Sumbawanga Municipal,99,99,424,95,71,74.73684211,622,secondary,,,private,Katandala,571,43,13,45,88,Rukwa,97,96,24.26315789
S0853,Kizwite Secondary School,Sumbawanga Municipal,76,76,868,170,73,42.94117647,1130,secondary,,,government,Kizwite,912,43,21,63,106,Rukwa,174,133,33.05882353
S1264,Bwawani Secondary School,Bagamoyo,98,98,330,96,85,88.54166667,354,secondary,,,private,Ubena,365,43,8,0,53,Pwani,94,92,9.458333333
S2379,Majani Ya Chai Secondary School,Ilala Municipal,62,62,1101,238,128,53.78151261,668,secondary,-6.860164345,39.21308033,,Kipawa,1073,43,25,3,0,Dar es Salaam,217,135,8.218487395
S3043,Nyasaka Secondary School,Ilemela,66,66,1759,157,62,39.49044586,1469,secondary,,,government,Nyakato,1076,43,25,3,0,Mwanza,139,92,26.50955414
S3091,Kibamba Secondary School,Kinondoni Municipal,52,52,2205,71,28,39.43661972,1327,secondary,,,government,Kibamba,1028,43,24,2,0,Dar es Salaam,181,95,12.56338028
S3465,Makurunge Secondary School,Kisarawe,32,32,3905,64,10,15.625,3416,secondary,,,government,Kiluvya,270,43,6,,,Pwani,59,19,16.375
S4210,Kondo Secondary School,Kinondoni Municipal,61,61,1392,184,52,28.26086957,2936,secondary,-6.659100757,39.19714698,private,Kunduchi,931,43,22,1,0,Dar es Salaam,192,117,32.73913043
PS0101-054,Mringa Primary School,Arusha,63.41463415,63,5252,189,52,27.51322751,5538,primary,36.639817,-3.333611,government,Olorieni,1138,42,27,,,Arusha,164,104,35.90140663
PS0102-003,Burka Primary School,Arusha Municipal,98.94736842,99,720,126,113,89.68253968,628,primary,36.639167,-3.413191,government,Elerai,1398,42,33,3,,Arusha,95,94,9.264828739
PS0105-049,Moivaro Primary School,Meru,56.19834711,56,6429,144,33,22.91666667,6759,primary,,,government,Nkoanrua,400,42,10,,0,Arusha,121,68,33.28168044
PS0202-031,Tabata Primary School,Ilala Municipal,67.17557252,67,3467,207,111,53.62318841,2383,primary,39.2278749,-6.832929302,government,Tabata,1780,42,42,,0,Dar es Salaam,262,176,13.55238411
PS0202-048,Juhudi Primary School,Ilala Municipal,86.2745098,86,1780,157,78,49.68152866,2390,primary,39.17970936,-6.884891522,government,Ukonga,1257,42,30,3,0,Dar es Salaam,153,132,36.59298114
PS0202-059,Misewe Primary School,Ilala Municipal,75.12195122,75,3052,211,106,50.23696682,2108,primary,39.21559693,-6.840931562,government,Segerea,1573,42,37,2,0,Dar es Salaam,205,154,24.88498439
PS0204-040,Mikumi Primary School,Kinondoni Municipal,83.33333333,83,2044,93,68,73.11827957,1394,primary,39.25789341,-6.814428578,government,Mzimuni,921,42,22,2,0,Dar es Salaam,102,85,10.21505376
PS0204-075,Makuburi Primary School,Kinondoni Municipal,85.03937008,85,1545,147,116,78.91156463,798,primary,39.21416372,-6.813360161,government,Makuburi,901,42,21,5,0,Dar es Salaam,127,108,6.127805453
PS0204-121,Atlas Primary School,Kinondoni Municipal,100,100,209,51,51,100,234,primary,39.13936904,-6.711053191,private,Ubungo,1160,42,28,31,0,Dar es Salaam,62,62,0
PS0206-025,Ufukoni Primary School,Temeke Municipal,77.77777778,78,2948,214,108,50.46728972,2400,primary,39.31206041,-6.829697999,government,Kigamboni,1501,42,36,,0,Dar es Salaam,207,161,27.31048806
